countryName,pollutant,reportingYear,emissions
Czechia,Carbon dioxide (CO2),2010,75736000000
Czechia,Hydrogen cyanide (HCN),2010,1258
Czechia,Polychlorinated biphenyls (PCBs),2010,0.15
Czechia,Carbon dioxide (CO2) excluding biomass,2011,66627500000
Czechia,Dichloromethane (DCM),2011,9160
Czechia,Fluorine and inorganic compounds (as HF),2011,308260
Czechia,Cadmium and compounds (as Cd),2013,393.6
Czechia,Carbon dioxide (CO2),2013,65938000000
Czechia,Non-methane volatile organic compounds (NMVOC),2013,3606000
Czechia,Polychlorinated biphenyls (PCBs),2013,0.13
Czechia,Carbon dioxide (CO2) excluding biomass,2014,59107400000
Belgium,Non-methane volatile organic compounds (NMVOC),2020,10821000
Belgium,Polychlorinated biphenyls (PCBs),2020,7.909999999999999
Belgium,"1,2-dichloroethane (DCE-1,2)",2021,60680
Bulgaria,Methane (CH4),2007,48195000
Bulgaria,Particulate matter (PM10),2007,17573700
Bulgaria,Chlorine and inorganic compounds (as HCl),2008,18700
Bulgaria,Nickel and compounds (as Ni),2008,557.5
Bulgaria,Cadmium and compounds (as Cd),2009,238.29999999999998
Bulgaria,Methane (CH4),2010,93699000
Bulgaria,Particulate matter (PM10),2010,6798500
Bulgaria,Carbon dioxide (CO2) excluding biomass,2011,1037000000
Bulgaria,Fluorine and inorganic compounds (as HF),2011,5150
Bulgaria,Cadmium and compounds (as Cd),2012,101.5
Bulgaria,Particulate matter (PM10),2013,2775300
Bulgaria,Carbon dioxide (CO2) excluding biomass,2014,1297000000
Bulgaria,Cadmium and compounds (as Cd),2015,72.2
Bulgaria,Carbon dioxide (CO2),2015,31943000000
Bulgaria,Particulate matter (PM10),2016,288200
Bulgaria,Carbon dioxide (CO2) excluding biomass,2017,1533000000
Bulgaria,Cadmium and compounds (as Cd),2018,58.039
Bulgaria,Carbon dioxide (CO2),2018,29897078106.52
Bulgaria,Carbon dioxide (CO2),2021,25792227074
Bulgaria,Non-methane volatile organic compounds (NMVOC),2021,167994
Croatia,Carbon dioxide (CO2),2015,7235000000
Croatia,Non-methane volatile organic compounds (NMVOC),2015,363000
Croatia,Non-methane volatile organic compounds (NMVOC),2018,440000
Croatia,Nitrogen oxides (NOX),2020,7107000
Croatia,Zinc and compounds (as Zn),2020,2040
Croatia,Non-methane volatile organic compounds (NMVOC),2021,927000
Cyprus,Sulphur oxides (SOX),2007,25616000
Cyprus,Sulphur oxides (SOX),2010,20633000
Cyprus,Methane (CH4),2013,1318000
Cyprus,Nitrogen oxides (NOX),2013,8112000
Cyprus,Sulphur oxides (SOX),2013,12611000
Cyprus,Methane (CH4),2016,2043000
Cyprus,Nitrogen oxides (NOX),2016,6086000
Cyprus,Sulphur oxides (SOX),2016,15196000
Cyprus,Methane (CH4),2019,2630000
Cyprus,Nitrogen oxides (NOX),2019,5680000
Cyprus,Nitrous oxide (N2O),2021,31600
Czechia,Cadmium and compounds (as Cd),2007,2755.9000000000005
Czechia,Chromium and compounds (as Cr),2007,1168
Czechia,Lead and compounds (as Pb),2007,40470
Czechia,Polycyclic aromatic hydrocarbons (PAHs),2008,2103.5
Czechia,Tetrachloromethane (TCM),2008,491
Czechia,Arsenic and compounds (as As),2009,2160.2000000000003
Czechia,Hydro-fluorocarbons (HFCS),2009,485
Czechia,Lead and compounds (as Pb),2010,19650
Czechia,Nickel and compounds (as Ni),2011,6501.900000000001
Czechia,Polycyclic aromatic hydrocarbons (PAHs),2011,1766.2
Czechia,Arsenic and compounds (as As),2012,2174.2999999999997
Czechia,Benzene,2012,5370
Czechia,Hydro-fluorocarbons (HFCS),2012,2411
Czechia,Lead and compounds (as Pb),2013,13029
Czechia,Di-(2-ethyl hexyl) phthalate (DEHP),2014,77.2
Czechia,Hydrochlorofluorocarbons (HCFCs),2014,632.88
Czechia,Nickel and compounds (as Ni),2014,4446.6
Czechia,Arsenic and compounds (as As),2015,1559.9
Austria,"1,2-dichloroethane (DCE-1,2)",2007,3300
Austria,Nitrous oxide (N2O),2007,920200
Austria,Carbon monoxide (CO),2008,144793000
Austria,Zinc and compounds (as Zn),2008,12140
Austria,Lead and compounds (as Pb),2009,834
Austria,Non-methane volatile organic compounds (NMVOC),2009,2790000
Austria,"1,2-dichloroethane (DCE-1,2)",2010,3220
Austria,Nitrous oxide (N2O),2010,237400
Austria,Carbon monoxide (CO),2011,136169000
Austria,Mercury and compounds (as Hg),2011,327.1
Austria,Zinc and compounds (as Zn),2011,8490
Austria,Lead and compounds (as Pb),2012,1541
Austria,Nitrous oxide (N2O),2013,201900
Austria,Benzene,2014,3910
Austria,Carbon monoxide (CO),2014,152779000
Austria,Mercury and compounds (as Hg),2014,408.7
Austria,Naphthalene,2014,849
Austria,Zinc and compounds (as Zn),2014,12389
Austria,Lead and compounds (as Pb),2015,2624
Austria,Carbon monoxide (CO),2017,83042000
Austria,Mercury and compounds (as Hg),2017,279.59999999999997
Austria,Zinc and compounds (as Zn),2017,4287
Austria,Copper and compounds (as Cu),2018,530
Austria,Lead and compounds (as Pb),2018,929
Austria,Sulphur oxides (SOX),2018,6336000
Austria,Mercury and compounds (as Hg),2020,230.9
Austria,Copper and compounds (as Cu),2021,261
Austria,Hydro-fluorocarbons (HFCS),2021,405
Austria,Sulphur oxides (SOX),2021,2610000
Belgium,Benzene,2007,641520
Belgium,Mercury and compounds (as Hg),2007,1302.6
Belgium,Copper and compounds (as Cu),2008,5174
Belgium,Lead and compounds (as Pb),2008,61267
Belgium,Sulphur oxides (SOX),2008,72517000
Belgium,"Benzo(g,h,i)perylene",2009,685.6669130000001
Belgium,Chromium and compounds (as Cr),2009,7463
Belgium,Di-(2-ethyl hexyl) phthalate (DEHP),2009,254.8
Belgium,Particulate matter (PM10),2009,1149500
Belgium,Perfluorocarbons (PFCs),2009,15245
Belgium,Benzene,2010,319040
Belgium,Pentachlorobenzene,2010,483
Belgium,Copper and compounds (as Cu),2011,2925
Belgium,Hydro-fluorocarbons (HFCS),2011,219576
Belgium,Sulphur oxides (SOX),2011,35780000
Belgium,Ammonia (NH3),2012,3481600
Belgium,"Benzo(g,h,i)perylene",2012,521.7691209999999
Belgium,Chromium and compounds (as Cr),2012,7526
Belgium,Di-(2-ethyl hexyl) phthalate (DEHP),2012,1978.8
Belgium,Particulate matter (PM10),2012,1703000
Belgium,Perfluorocarbons (PFCs),2012,30710
Belgium,Benzene,2013,189350
Belgium,Copper and compounds (as Cu),2014,1557
Belgium,Hydro-fluorocarbons (HFCS),2014,85925
Belgium,Sulphur oxides (SOX),2014,27102000
Belgium,Ammonia (NH3),2015,3715800
Belgium,Di-(2-ethyl hexyl) phthalate (DEHP),2015,355.4
Belgium,Particulate matter (PM10),2015,1583400
Belgium,Perfluorocarbons (PFCs),2015,33997
Belgium,Nickel and compounds (as Ni),2016,1688.3
Belgium,Hydro-fluorocarbons (HFCS),2017,9728
Belgium,Ammonia (NH3),2018,3638400
Belgium,Hydrogen cyanide (HCN),2018,14051
Belgium,Particulate matter (PM10),2018,1239300
Austria,Lead and compounds (as Pb),2007,2679
Austria,Hydrochlorofluorocarbons (HCFCs),2008,1217
Austria,Non-methane volatile organic compounds (NMVOC),2008,3206000
Austria,Lead and compounds (as Pb),2010,1415
Austria,Sulphur oxides (SOX),2010,8061000
Austria,Fluorine and inorganic compounds (as HF),2011,7000
Austria,Hydrochlorofluorocarbons (HCFCs),2011,293
Austria,Non-methane volatile organic compounds (NMVOC),2011,3209000
Austria,Sulphur oxides (SOX),2013,7169000
Austria,Ammonia (NH3),2014,161800
Austria,Fluorine and inorganic compounds (as HF),2014,8660
Austria,Hydrochlorofluorocarbons (HCFCs),2014,633
Austria,Non-methane volatile organic compounds (NMVOC),2014,3639000
Austria,Sulphur oxides (SOX),2016,7011000
Austria,Ammonia (NH3),2017,133300
Austria,Non-methane volatile organic compounds (NMVOC),2017,4285000
Austria,Mercury and compounds (as Hg),2019,241.39999999999998
Austria,Sulphur oxides (SOX),2019,2713000
Austria,Ammonia (NH3),2020,311100
Austria,Nitrogen oxides (NOX),2020,9881000
Belgium,Ammonia (NH3),2007,3047400
Belgium,Fluorine and inorganic compounds (as HF),2007,294320
Belgium,Hydrochlorofluorocarbons (HCFCs),2007,77216.4
Belgium,Nitrogen oxides (NOX),2007,86847000
Belgium,Non-methane volatile organic compounds (NMVOC),2007,38452000
Belgium,Trichloroethylene (TRI),2007,33080
Belgium,Mercury and compounds (as Hg),2009,1097.5
Belgium,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2010,5263
Belgium,Ammonia (NH3),2010,2704700
Belgium,Fluorine and inorganic compounds (as HF),2010,83510
Belgium,Nitrogen oxides (NOX),2010,57926000
Belgium,Pentachlorophenol (PCP),2010,456
Belgium,Trichloroethylene (TRI),2010,26180
Belgium,Mercury and compounds (as Hg),2012,768.3000000000001
Belgium,Tetrachloroethylene,2012,205690
Belgium,Nitrogen oxides (NOX),2013,45362000
Belgium,Mercury and compounds (as Hg),2015,540
Belgium,Tetrachloroethylene,2015,25100
Belgium,Nitrogen oxides (NOX),2016,39915000
Belgium,Particulate matter (PM10),2017,1323400
Belgium,Perfluorocarbons (PFCs),2017,19600
Belgium,Cadmium and compounds (as Cd),2018,193.7
Belgium,Nitrous oxide (N2O),2018,3349500
Belgium,Tetrachloroethylene,2018,8050
Belgium,Hydro-fluorocarbons (HFCS),2019,130558
Belgium,Dichloromethane (DCM),2020,16700
Belgium,Particulate matter (PM10),2020,1296200
Belgium,Perfluorocarbons (PFCs),2020,19800
Belgium,Cadmium and compounds (as Cd),2021,180.70000000000002
Belgium,Carbon dioxide (CO2),2021,46384000000
Belgium,Nickel and compounds (as Ni),2021,782.9
Belgium,Nitrous oxide (N2O),2021,3519000
Belgium,Tetrachloroethylene,2021,8640
Belgium,Tetrachloromethane (TCM),2021,2300
Bulgaria,Lead and compounds (as Pb),2007,23759
Bulgaria,Sulphur oxides (SOX),2007,858037000
Bulgaria,Non-methane volatile organic compounds (NMVOC),2008,4210000
Bulgaria,Carbon monoxide (CO),2009,24024000
Bulgaria,Sulphur oxides (SOX),2010,360210000
Austria,Carbon dioxide (CO2),2007,34438000000
Austria,Chlorine and inorganic compounds (as HCl),2007,38200
Austria,Dichloromethane (DCM),2008,10100
Austria,Nitrogen oxides (NOX),2008,22873000
Austria,Chlorine and inorganic compounds (as HCl),2010,33100
Austria,Dichloromethane (DCM),2011,9680
Austria,Nitrogen oxides (NOX),2011,19241000
Austria,Carbon monoxide (CO),2012,137505000
Austria,Zinc and compounds (as Zn),2012,8960
Austria,Chlorine and inorganic compounds (as HCl),2013,155200
Austria,Lead and compounds (as Pb),2013,2723
Austria,Dichloromethane (DCM),2014,8100
Austria,Nitrogen oxides (NOX),2014,16146000
Austria,Arsenic and compounds (as As),2015,23
Austria,Carbon monoxide (CO),2015,164138000
Austria,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.00125
Austria,Zinc and compounds (as Zn),2015,15517
Austria,Chlorine and inorganic compounds (as HCl),2016,83200
Austria,Chromium and compounds (as Cr),2016,442
Austria,Lead and compounds (as Pb),2016,1384
Austria,Methane (CH4),2016,7096000
Austria,Nitrogen oxides (NOX),2017,11561000
Austria,Carbon monoxide (CO),2018,142909000
Austria,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.00101
Austria,Zinc and compounds (as Zn),2018,9157
Austria,Chromium and compounds (as Cr),2019,291
Austria,Lead and compounds (as Pb),2019,677
Austria,Methane (CH4),2019,5477000
Austria,Carbon monoxide (CO),2021,92962000
Austria,Zinc and compounds (as Zn),2021,2538
Belgium,Vinyl chloride,2007,16910
Belgium,Arsenic and compounds (as As),2008,1801.1999999999998
Belgium,Carbon monoxide (CO),2008,403220000
Belgium,PCDD + PCDF (dioxins + furans) (as Teq),2008,0.033234
Belgium,Perfluorocarbons (PFCs),2008,27169
Belgium,Zinc and compounds (as Zn),2008,81265
Belgium,Lead and compounds (as Pb),2009,18483
Belgium,Methane (CH4),2009,5115000
Belgium,Pentachlorobenzene,2009,107
Belgium,Sulphur oxides (SOX),2009,52650000
Belgium,Vinyl chloride,2010,15390
Belgium,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.011666999999999999
Belgium,Perfluorocarbons (PFCs),2011,25002
Belgium,Trichlorobenzenes (TCB),2011,16
Belgium,Lead and compounds (as Pb),2012,19039
Belgium,Methane (CH4),2012,3577000
Belgium,Nickel and compounds (as Ni),2012,2322.2
Belgium,Sulphur oxides (SOX),2012,30731000
Belgium,Vinyl chloride,2013,38460
Belgium,Hydrogen cyanide (HCN),2014,27205
Belgium,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.0045060000000000005
Belgium,Perfluorocarbons (PFCs),2014,33954
Belgium,Methane (CH4),2015,3605000
Belgium,Nickel and compounds (as Ni),2015,2126.2
Belgium,Sulphur oxides (SOX),2015,27818000
Belgium,"1,2-dichloroethane (DCE-1,2)",2016,23440
Belgium,Halons,2016,2157
Belgium,Vinyl chloride,2016,15400
Belgium,Hydrogen cyanide (HCN),2017,8970
Belgium,Trichlorobenzenes (TCB),2017,15.6
Belgium,Nickel and compounds (as Ni),2018,819.4
Belgium,Sulphur oxides (SOX),2018,26142000
Austria,Nickel and compounds (as Ni),2007,399
Austria,Polycyclic aromatic hydrocarbons (PAHs),2007,75.8
Austria,Chlorine and inorganic compounds (as HCl),2008,40100
Austria,Carbon dioxide (CO2),2009,31093000000
Austria,Ammonia (NH3),2010,194600
Austria,Polycyclic aromatic hydrocarbons (PAHs),2010,124
Austria,Carbon dioxide (CO2),2012,33946000000
Austria,Non-methane volatile organic compounds (NMVOC),2012,3204000
Austria,Ammonia (NH3),2013,147100
Austria,Fluorine and inorganic compounds (as HF),2013,6140
Austria,Polycyclic aromatic hydrocarbons (PAHs),2013,126
Austria,Carbon dioxide (CO2),2015,32719000000
Austria,Non-methane volatile organic compounds (NMVOC),2015,4290000
Austria,Ammonia (NH3),2016,156300
Austria,Fluorine and inorganic compounds (as HF),2016,5890
Austria,Nitrogen oxides (NOX),2016,15383000
Austria,Non-methane volatile organic compounds (NMVOC),2018,5147000
Austria,Ammonia (NH3),2019,288400
Austria,Hydrogen cyanide (HCN),2019,846
Austria,Nitrogen oxides (NOX),2019,12184000
Austria,Carbon monoxide (CO),2020,69867000
Austria,Zinc and compounds (as Zn),2020,530
Austria,Halons,2021,494
Austria,Non-methane volatile organic compounds (NMVOC),2021,2601000
Belgium,Carbon monoxide (CO),2007,376131000
Belgium,Zinc and compounds (as Zn),2007,89010
Belgium,Halons,2008,5790
Belgium,Non-methane volatile organic compounds (NMVOC),2008,36139000
Belgium,Polychlorinated biphenyls (PCBs),2008,56.639
Belgium,Ammonia (NH3),2009,2448000
Belgium,Hydrogen cyanide (HCN),2009,46740
Belgium,Nitrogen oxides (NOX),2009,53537000
Belgium,Pentachlorophenol (PCP),2009,126.5
Belgium,Trichloroethylene (TRI),2009,19340
Belgium,Carbon monoxide (CO),2010,248460000
Belgium,Mercury and compounds (as Hg),2010,978.6999999999999
Belgium,Zinc and compounds (as Zn),2010,55659
Belgium,Halons,2011,11400
Belgium,Non-methane volatile organic compounds (NMVOC),2011,23622000
Belgium,Hydrogen cyanide (HCN),2012,37596
Belgium,Nitrogen oxides (NOX),2012,48523000
Belgium,Trichloromethane,2012,24020
Belgium,Carbon monoxide (CO),2013,299011000
Belgium,Mercury and compounds (as Hg),2013,844.2999999999998
Belgium,Zinc and compounds (as Zn),2013,29306
Belgium,Halons,2014,7514
Belgium,Sulphur hexafluoride (SF6),2014,150
Belgium,Hydrogen cyanide (HCN),2015,18142
Belgium,Trichloromethane,2015,1430
Belgium,Carbon monoxide (CO),2016,163093000
Belgium,Mercury and compounds (as Hg),2016,893.5
Belgium,Tetrachloroethylene,2016,26900
Belgium,Zinc and compounds (as Zn),2016,21799
Belgium,Halons,2017,3007
Belgium,Trichloromethane,2018,23409
Belgium,Dichloromethane (DCM),2019,18300
Belgium,Mercury and compounds (as Hg),2019,439.5
Belgium,Tetrachloroethylene,2019,7220
Belgium,Sulphur hexafluoride (SF6),2020,118
Belgium,Particulate matter (PM10),2021,1586000
Belgium,Trichloromethane,2021,13400
Bulgaria,Benzene,2008,13470
Austria,Benzene,2007,6050
Austria,Chromium and compounds (as Cr),2007,268
Austria,Copper and compounds (as Cu),2008,380
Austria,Hydro-fluorocarbons (HFCS),2008,242
Austria,Particulate matter (PM10),2009,707600
Austria,Carbon dioxide (CO2),2010,34920000000
Austria,Chromium and compounds (as Cr),2010,871
Austria,Nickel and compounds (as Ni),2010,716
Austria,Copper and compounds (as Cu),2011,488
Austria,Hydro-fluorocarbons (HFCS),2011,177
Austria,Particulate matter (PM10),2012,1349700
Austria,Carbon dioxide (CO2),2013,32572000000
Austria,Chromium and compounds (as Cr),2013,150
Austria,Nickel and compounds (as Ni),2013,297.4
Austria,"1,2-dichloroethane (DCE-1,2)",2014,3160
Austria,Hydro-fluorocarbons (HFCS),2014,724
Austria,Hydrogen cyanide (HCN),2015,846
Austria,Particulate matter (PM10),2015,1509000
Austria,Carbon dioxide (CO2),2016,31893000000
Austria,Nickel and compounds (as Ni),2016,629.3
Austria,"1,2-dichloroethane (DCE-1,2)",2017,3300
Austria,Hydrogen cyanide (HCN),2018,846
Austria,Carbon dioxide (CO2),2019,24522000000
Austria,Chlorine and inorganic compounds (as HCl),2019,11100
Austria,Nickel and compounds (as Ni),2019,277.3
Austria,Halons,2020,437
Belgium,"1,2-dichloroethane (DCE-1,2)",2007,41080
Belgium,Halons,2007,7867
Belgium,Anthracene,2008,4740
Belgium,Hydrogen cyanide (HCN),2008,53261
Belgium,Trichloromethane,2008,6240
Belgium,"1,1,1-trichloroethane (TCE-1,1,1)",2009,143
Belgium,Carbon dioxide (CO2),2009,48761000000
Belgium,Chlorine and inorganic compounds (as HCl),2009,563700
Belgium,Nickel and compounds (as Ni),2009,5460.5
Belgium,Polychlorinated biphenyls (PCBs),2009,53.801
Belgium,"1,2-dichloroethane (DCE-1,2)",2010,75770
Belgium,Chlorofluorocarbons (CFCs),2010,131.5
Belgium,Halons,2010,10600
Belgium,Anthracene,2011,2650
Belgium,Arsenic and compounds (as As),2011,806
Belgium,Carbon monoxide (CO),2011,187426000
Belgium,Hydrogen cyanide (HCN),2011,43012
Belgium,Naphthalene,2011,32213
Belgium,Trichloromethane,2011,3513
Belgium,Zinc and compounds (as Zn),2011,53049
Belgium,"1,1,1-trichloroethane (TCE-1,1,1)",2012,144
Belgium,Chlorine and inorganic compounds (as HCl),2012,680000
Belgium,Polychlorinated biphenyls (PCBs),2012,8.588
Belgium,"1,2-dichloroethane (DCE-1,2)",2013,26900
Belgium,Chlorofluorocarbons (CFCs),2013,77
Belgium,Halons,2013,8650
Belgium,Anthracene,2014,600
Belgium,Arsenic and compounds (as As),2014,311.59999999999997
Belgium,Carbon monoxide (CO),2014,138766000
Belgium,Naphthalene,2014,15704
Belgium,Trichloromethane,2014,6700
Belgium,Zinc and compounds (as Zn),2014,33313
Belgium,Chlorine and inorganic compounds (as HCl),2015,385400
Belgium,Lead and compounds (as Pb),2015,20416
Belgium,Chlorofluorocarbons (CFCs),2016,28
Belgium,Arsenic and compounds (as As),2017,201.5
Bulgaria,Nickel and compounds (as Ni),2016,89
Bulgaria,Non-methane volatile organic compounds (NMVOC),2016,295000
Bulgaria,Cadmium and compounds (as Cd),2017,106.69999999999999
Bulgaria,Carbon monoxide (CO),2017,15411000
Bulgaria,Nitrous oxide (N2O),2017,335800
Bulgaria,Non-methane volatile organic compounds (NMVOC),2019,197733
Bulgaria,Cadmium and compounds (as Cd),2020,71
Bulgaria,Carbon monoxide (CO),2020,119536546
Bulgaria,Nitrous oxide (N2O),2020,334020
Bulgaria,Nitrogen oxides (NOX),2021,33315267
Croatia,Arsenic and compounds (as As),2015,56.9
Croatia,Nitrogen oxides (NOX),2015,11749000
Croatia,Zinc and compounds (as Zn),2015,2430
Croatia,Cadmium and compounds (as Cd),2016,34.7
Croatia,Nitrous oxide (N2O),2016,367000
Croatia,Arsenic and compounds (as As),2018,70.6
Croatia,Nitrogen oxides (NOX),2018,7962000
Croatia,Zinc and compounds (as Zn),2018,2695
Croatia,Arsenic and compounds (as As),2021,29.9
Croatia,Nitrogen oxides (NOX),2021,6270000
Croatia,Zinc and compounds (as Zn),2021,2150
Cyprus,Ammonia (NH3),2008,2006900
Cyprus,Particulate matter (PM10),2008,1723000
Cyprus,Carbon dioxide (CO2),2009,5276000000
Cyprus,Carbon dioxide (CO2),2012,4355000000
Cyprus,Cadmium and compounds (as Cd),2013,32.8
Cyprus,Nitrous oxide (N2O),2013,21800
Cyprus,Cadmium and compounds (as Cd),2016,33.7
Cyprus,Carbon dioxide (CO2) excluding biomass,2016,4600000000
Cyprus,Nitrous oxide (N2O),2016,25200
Cyprus,Carbon monoxide (CO),2017,2500000
Cyprus,Zinc and compounds (as Zn),2017,2626
Cyprus,Cadmium and compounds (as Cd),2019,30.6
Cyprus,Carbon dioxide (CO2) excluding biomass,2019,4400000000
